year,state_fips,state_abbr,state_name,party_detailed,party_simplified,votes,total_votes,vote_pct,vote_share_of_total,candidate_examples,writein_count,democratic_votes_state,republican_votes_state,two_party_total_votes,two_party_vote_share,two_party_vote_pct
1976,32,NV,Nevada,DEMOCRAT,DEMOCRAT,92479,201876,45.81,0.4580980403812241,"CARTER, JIMMY",0,92479,101273,193752,0.4773060407118378,47.73
1976,32,NV,Nevada,LIBERTARIAN,LIBERTARIAN,1519,201876,0.75,0.00752442093166102,"MACBRIDE, ROGER",0,92479,101273,193752,,
1976,32,NV,Nevada,AMERICAN INDEPENDENT PARTY,OTHER,1497,201876,0.74,0.007415443143315699,"MADDOX, LESTER",0,92479,101273,193752,,
1976,32,NV,Nevada,OTHER,OTHER,5108,201876,2.53,0.025302661039449958,OTHER,0,92479,101273,193752,,
1976,32,NV,Nevada,REPUBLICAN,REPUBLICAN,101273,201876,50.17,0.5016594345043492,"FORD, GERALD",0,92479,101273,193752,0.5226939592881622,52.27
1976,33,NH,New Hampshire,DEMOCRAT,DEMOCRAT,147645,339627,43.47,0.43472692100451377,"CARTER, JIMMY",0,147645,185935,333580,0.44260747047185084,44.26
1976,33,NH,New Hampshire,LIBERTARIAN,LIBERTARIAN,936,339627,0.28,0.0027559646317872255,"MACBRIDE, ROGER",0,147645,185935,333580,,
1976,33,NH,New Hampshire,INDEPENDENT,OTHER,4095,339627,1.21,0.012057345264069111,"MCCARTHY, EUGENE """"GENE""""",0,147645,185935,333580,,
1976,33,NH,New Hampshire,OTHER,OTHER,603,339627,0.18,0.001775477214709078,SCATTERING,0,147645,185935,333580,,
1976,33,NH,New Hampshire,SOCIALIST LABOR,OTHER,66,339627,0.02,0.00019433083942089409,"JULIUS """"JULES"""", LEVIN",0,147645,185935,333580,,
1976,33,NH,New Hampshire,SOCIALIST WORKERS,OTHER,161,339627,0.05,0.0004740494719206659,"CAMEJO, PETER",0,147645,185935,333580,,
1976,33,NH,New Hampshire,U.S. LABOR,OTHER,186,339627,0.05,0.0005476596383679743,"LAROUCHE, LYNDON, JR.",0,147645,185935,333580,,
1976,33,NH,New Hampshire,REPUBLICAN,REPUBLICAN,185935,339627,54.75,0.5474682519352113,"FORD, GERALD",0,147645,185935,333580,0.5573925295281492,55.74
1976,34,NJ,New Jersey,DEMOCRAT,DEMOCRAT,1444653,3014472,47.92,0.4792391503387658,"CARTER, JIMMY",0,1444653,1509688,2954341,0.48899331526049294,48.9
1976,34,NJ,New Jersey,LIBERTARIAN,LIBERTARIAN,9449,3014472,0.31,0.003134545618602528,"MACBRIDE, ROGER",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,AMERICAN INDEPENDENT PARTY,OTHER,7716,3014472,0.26,0.0025596522376057896,"MADDOX, LESTER",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,COMMUNIST PARTY USE,OTHER,1662,3014472,0.06,0.0005513403342276857,"HALL, GUS",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,INDEPENDENT,OTHER,32717,3014472,1.09,0.010853310297790127,"MCCARTHY, EUGENE """"GENE""""",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,PEACE & FREEDOM,OTHER,1044,3014472,0.03,0.0003463293074210011,"WRIGHT, MARGARET",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,PROHIBITION,OTHER,554,3014472,0.02,0.00018378011140922856,"BUBAR, BENJAMIN """"BEN""""",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,SOCIALIST,OTHER,469,3014472,0.02,0.0001555828018969823,"ZEIDLER, FRANK",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,SOCIALIST LABOR,OTHER,3686,3014472,0.12,0.0012227680336722318,"JULIUS """"JULES"""", LEVIN",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,SOCIALIST WORKERS,OTHER,1184,3014472,0.04,0.0003927719348529361,"CAMEJO, PETER",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,U.S. LABOR,OTHER,1650,3014472,0.05,0.0005473595375906626,"LAROUCHE, LYNDON, JR.",0,1444653,1509688,2954341,,
1976,34,NJ,New Jersey,REPUBLICAN,REPUBLICAN,1509688,3014472,50.08,0.500813409446165,"FORD, GERALD",0,1444653,1509688,2954341,0.511006684739507,51.1
1976,35,NM,New Mexico,DEMOCRAT,DEMOCRAT,201148,416590,48.28,0.4828440433039679,"CARTER, JIMMY",0,201148,211419,412567,0.4875523248345117,48.76
1976,35,NM,New Mexico,LIBERTARIAN,LIBERTARIAN,1110,416590,0.27,0.0026644902662089826,"MACBRIDE, ROGER",0,201148,211419,412567,,
1976,35,NM,New Mexico,PROHIBITION,OTHER,211,416590,0.05,0.0005064931947478336,"BUBAR, BENJAMIN """"BEN""""",0,201148,211419,412567,,
1976,35,NM,New Mexico,SOCIALIST,OTHER,240,416590,0.06,0.0005761060035046449,"ZEIDLER, FRANK",0,201148,211419,412567,,
1976,35,NM,New Mexico,SOCIALIST WORKERS,OTHER,2462,416590,0.59,0.005909887419285148,"CAMEJO, PETER",0,201148,211419,412567,,
1976,35,NM,New Mexico,REPUBLICAN,REPUBLICAN,211419,416590,50.75,0.5074989798122854,"FORD, GERALD",0,201148,211419,412567,0.5124476751654883,51.24
1976,36,NY,New York,DEMOCRAT,DEMOCRAT,3244165,6668262,48.65,0.4865083285569763,"CARTER, JIMMY",0,3244165,2825913,6070078,0.534451946087019,53.45
1976,36,NY,New York,COMMUNIST PARTY USE,OTHER,10270,6668262,0.15,0.0015401314465448418,"HALL, GUS",0,3244165,2825913,6070078,,
1976,36,NY,New York,CONSERVATIVE,OTHER,274878,6668262,4.12,0.04122183561473739,"FORD, GERALD",0,3244165,2825913,6070078,,
1976,36,NY,New York,FREE LIBERTARIAN,OTHER,12197,6668262,0.18,0.0018291122934281827,"MACBRIDE, ROGER",0,3244165,2825913,6070078,,
1976,36,NY,New York,LABOR,OTHER,5413,6668262,0.08,0.0008117557468497788,"LAROUCHE, LYNDON, JR.",0,3244165,2825913,6070078,,
1976,36,NY,New York,LIBERAL PARTY,OTHER,145393,6668262,2.18,0.021803732366844613,"CARTER, JIMMY",0,3244165,2825913,6070078,,
1976,36,NY,New York,OTHER,OTHER,143037,6668262,2.15,0.021450416915232185,OTHER,0,3244165,2825913,6070078,,
1976,36,NY,New York,SOCIALIST WORKERS,OTHER,6996,6668262,0.1,0.0010491489386589789,"CAMEJO, PETER",0,3244165,2825913,6070078,,
1976,36,NY,New York,REPUBLICAN,REPUBLICAN,2825913,6668262,42.38,0.4237855381207277,"FORD, GERALD",0,3244165,2825913,6070078,0.46554805391298104,46.55
1976,37,NC,North Carolina,DEMOCRAT,DEMOCRAT,927365,1677906,55.27,0.5526918671248569,"CARTER, JIMMY",0,927365,741960,1669325,0.5555329249846495,55.55
1976,37,NC,North Carolina,LIBERTARIAN,LIBERTARIAN,2219,1677906,0.13,0.0013224817123247668,"MACBRIDE, ROGER",0,927365,741960,1669325,,
1976,37,NC,North Carolina,AMERICAN,OTHER,5607,1677906,0.33,0.0033416651469152622,"ANDERSON, THOMAS J.",0,927365,741960,1669325,,
1976,37,NC,North Carolina,U.S. LABOR,OTHER,755,1677906,0.04,0.0004499656118995939,"LAROUCHE, LYNDON, JR.",0,927365,741960,1669325,,
1976,37,NC,North Carolina,REPUBLICAN,REPUBLICAN,741960,1677906,44.22,0.4421940204040036,"FORD, GERALD",0,927365,741960,1669325,0.44446707501535054,44.45
1976,38,ND,North Dakota,DEMOCRAT,DEMOCRAT,136078,297308,45.77,0.4577004318753616,"CARTER, JIMMY",0,136078,153684,289762,0.4696198949482679,46.96
1976,38,ND,North Dakota,LIBERTARIAN,LIBERTARIAN,256,297308,0.09,0.0008610599109341154,"MACBRIDE, ROGER",0,136078,153684,289762,,
1976,38,ND,North Dakota,AMERICAN,OTHER,3698,297308,1.24,0.012438279494665465,"ANDERSON, THOMAS J.",0,136078,153684,289762,,
1976,38,ND,North Dakota,AMERICAN INDEPENDENT PARTY,OTHER,269,297308,0.09,0.0009047856095362385,"MADDOX, LESTER",0,136078,153684,289762,,
1976,38,ND,North Dakota,COMMUNIST PARTY USE,OTHER,85,297308,0.03,0.00028589879855234304,"HALL, GUS",0,136078,153684,289762,,
1976,38,ND,North Dakota,INDEPENDENT,OTHER,2952,297308,0.99,0.009929097097959019,"MCCARTHY, EUGENE """"GENE""""",0,136078,153684,289762,,
1976,38,ND,North Dakota,PROHIBITION,OTHER,63,297308,0.02,0.0002119014624564425,"BUBAR, BENJAMIN """"BEN""""",0,136078,153684,289762,,
1976,38,ND,North Dakota,SOCIALIST,OTHER,38,297308,0.01,0.00012781358052928277,"ZEIDLER, FRANK",0,136078,153684,289762,,
1976,38,ND,North Dakota,SOCIALIST WORKERS,OTHER,43,297308,0.01,0.00014463115691471472,"CAMEJO, PETER",0,136078,153684,289762,,
1976,38,ND,North Dakota,U.S. LABOR,OTHER,142,297308,0.05,0.0004776191693462672,"LAROUCHE, LYNDON, JR.",0,136078,153684,289762,,
1976,38,ND,North Dakota,REPUBLICAN,REPUBLICAN,153684,297308,51.69,0.5169184818437446,"FORD, GERALD",0,136078,153684,289762,0.5303801050517322,53.04
1976,39,OH,Ohio,DEMOCRAT,DEMOCRAT,2009959,4110456,48.9,0.4889868666639419,"CARTER, JIMMY",0,2009959,2000626,4010585,0.5011635459664862,50.12
1976,39,OH,Ohio,LIBERTARIAN,LIBERTARIAN,8952,4110456,0.22,0.002177860558536571,"MACBRIDE, ROGER",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,AMERICAN INDEPENDENT PARTY,OTHER,15508,4110456,0.38,0.0037728174197704588,"MADDOX, LESTER",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,COMMUNIST PARTY USE,OTHER,7817,4110456,0.19,0.0019017354765505335,"HALL, GUS",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,INDEPENDENT,OTHER,58267,4110456,1.42,0.014175312909321983,"MCCARTHY, EUGENE """"GENE""""",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,PROHIBITION,OTHER,62,4110456,0.0,1.5083484654743902e-05,"BUBAR, BENJAMIN """"BEN""""",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,SOCIALIST LABOR,OTHER,68,4110456,0.0,1.6543176718106214e-05,"JULIUS """"JULES"""", LEVIN",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,SOCIALIST WORKERS,OTHER,4833,4110456,0.12,0.0011757819570383432,"CAMEJO, PETER",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,U.S. LABOR,OTHER,4364,4110456,0.11,0.0010616826940855223,"LAROUCHE, LYNDON, JR.",0,2009959,2000626,4010585,,
1976,39,OH,Ohio,REPUBLICAN,REPUBLICAN,2000626,4110456,48.67,0.48671631565938184,"FORD, GERALD",0,2009959,2000626,4010585,0.4988364540335138,49.88
1976,40,OK,Oklahoma,DEMOCRAT,DEMOCRAT,532442,1092251,48.75,0.48747220190231,"CARTER, JIMMY",0,532442,545708,1078150,0.49384779483374297,49.38
1976,40,OK,Oklahoma,INDEPENDENT,OTHER,14101,1092251,1.29,0.012910036246247428,"MCCARTHY, EUGENE """"GENE""""",0,532442,545708,1078150,,
1976,40,OK,Oklahoma,REPUBLICAN,REPUBLICAN,545708,1092251,49.96,0.4996177618514426,"FORD, GERALD",0,532442,545708,1078150,0.506152205166257,50.62
1976,41,OR,Oregon,DEMOCRAT,DEMOCRAT,490407,1029876,47.62,0.47618062757069785,"CARTER, JIMMY",0,490407,492120,982527,0.4991282682307967,49.91
1976,41,OR,Oregon,AMERICAN,OTHER,1035,1029876,0.1,0.0010049753562564813,"ANDERSON, THOMAS J.",0,490407,492120,982527,,
1976,41,OR,Oregon,INDEPENDENT,OTHER,40207,1029876,3.9,0.03904062236618777,"MCCARTHY, EUGENE """"GENE""""",0,490407,492120,982527,,
1976,41,OR,Oregon,OTHER,OTHER,6107,1029876,0.59,0.005929840097254426,,1,490407,492120,982527,,
1976,41,OR,Oregon,REPUBLICAN,REPUBLICAN,492120,1029876,47.78,0.4778439346096035,"FORD, GERALD",0,490407,492120,982527,0.5008717317692033,50.09
1976,42,PA,Pennsylvania,DEMOCRAT,DEMOCRAT,2328677,4620787,50.4,0.5039567935072532,"CARTER, JIMMY",0,2328677,2205604,4534281,0.513571390921736,51.36
1976,42,PA,Pennsylvania,COMMUNIST PARTY USE,OTHER,1891,4620787,0.04,0.000409237647180015,"HALL, GUS",0,2328677,2205604,4534281,,
1976,42,PA,Pennsylvania,CONSTITUTION PARTY,OTHER,25344,4620787,0.55,0.005484779973627869,"MADDOX, LESTER",0,2328677,2205604,4534281,,
1976,42,PA,Pennsylvania,MCCARTHY '76,OTHER,50584,4620787,1.09,0.010947052958727593,"MCCARTHY, EUGENE """"GENE""""",0,2328677,2205604,4534281,,
1976,42,PA,Pennsylvania,OTHER,OTHER,2934,4620787,0.06,0.0006349567725151582,OTHER,0,2328677,2205604,4534281,,
1976,42,PA,Pennsylvania,SOCIALIST WORKERS,OTHER,3009,4620787,0.07,0.0006511877738575702,"CAMEJO, PETER",0,2328677,2205604,4534281,,
1976,42,PA,Pennsylvania,U.S. LABOR,OTHER,2744,4620787,0.06,0.0005938382357810476,"LAROUCHE, LYNDON, JR.",0,2328677,2205604,4534281,,
1976,42,PA,Pennsylvania,REPUBLICAN,REPUBLICAN,2205604,4620787,47.73,0.4773221531310575,"FORD, GERALD",0,2328677,2205604,4534281,0.486428609078264,48.64
1976,44,RI,Rhode Island,DEMOCRAT,DEMOCRAT,227636,410584,55.44,0.5544200455935935,"CARTER, JIMMY",0,227636,181249,408885,0.5567237731880602,55.67
1976,44,RI,Rhode Island,LIBERTARIAN,LIBERTARIAN,715,410584,0.17,0.0017414219745533193,"MACBRIDE, ROGER",0,227636,181249,408885,,
1976,44,RI,Rhode Island,COMMUNIST PARTY USE,OTHER,334,410584,0.08,0.0008134754398612708,"HALL, GUS",0,227636,181249,408885,,
1976,44,RI,Rhode Island,SOCIALIST LABOR,OTHER,188,410584,0.05,0.0004578843793231105,"JULIUS """"JULES"""", LEVIN",0,227636,181249,408885,,
1976,44,RI,Rhode Island,SOCIALIST WORKERS,OTHER,462,410584,0.11,0.0011252265066344525,"CAMEJO, PETER",0,227636,181249,408885,,
1976,44,RI,Rhode Island,REPUBLICAN,REPUBLICAN,181249,410584,44.14,0.4414419461060343,"FORD, GERALD",0,227636,181249,408885,0.4432762268119398,44.33
1976,45,SC,South Carolina,DEMOCRAT,DEMOCRAT,450807,802583,56.17,0.5616951766982355,"CARTER, JIMMY",0,450807,346149,796956,0.565661090449159,56.57
1976,45,SC,South Carolina,AMERICAN,OTHER,2996,802583,0.37,0.0037329472465776124,"ANDERSON, THOMAS J.",0,450807,346149,796956,,
1976,45,SC,South Carolina,AMERICAN INDEPENDENT PARTY,OTHER,1950,802583,0.24,0.0024296552506095945,"MADDOX, LESTER",0,450807,346149,796956,,
1976,45,SC,South Carolina,OTHER,OTHER,681,802583,0.08,0.000848510372135966,,1,450807,346149,796956,,
1976,45,SC,South Carolina,REPUBLICAN,REPUBLICAN,346149,802583,43.13,0.43129371043244125,"FORD, GERALD",0,450807,346149,796956,0.4343389095508409,43.43
1976,46,SD,South Dakota,DEMOCRAT,DEMOCRAT,147068,300678,48.91,0.48912125263570994,"CARTER, JIMMY",0,147068,151505,298573,0.4925696563319523,49.26
1976,46,SD,South Dakota,LIBERTARIAN,LIBERTARIAN,1619,300678,0.54,0.005384497701860462,"MACBRIDE, ROGER",0,147068,151505,298573,,
1976,46,SD,South Dakota,COMMUNIST PARTY USE,OTHER,318,300678,0.11,0.001057609801847824,"HALL, GUS",0,147068,151505,298573,,
1976,46,SD,South Dakota,SOCIALIST WORKERS,OTHER,168,300678,0.06,0.0005587372538063976,"CAMEJO, PETER",0,147068,151505,298573,,
1976,46,SD,South Dakota,REPUBLICAN,REPUBLICAN,151505,300678,50.39,0.5038779026067753,"FORD, GERALD",0,147068,151505,298573,0.5074303436680477,50.74
1976,47,TN,Tennessee,DEMOCRAT,DEMOCRAT,825879,1476346,55.94,0.5594074830696869,"CARTER, JIMMY",0,825879,633969,1459848,0.5657294458053167,56.57
1976,47,TN,Tennessee,INDEPENDENT,OTHER,16268,1476346,1.1,0.011019097149313237,"ANDERSON, THOMAS J.; BUBAR, BENJAMIN """"BEN""""; HALL, GUS",0,825879,633969,1459848,,
1976,47,TN,Tennessee,OTHER,OTHER,230,1476346,0.02,0.00015579003837853727,,1,825879,633969,1459848,,
1976,47,TN,Tennessee,REPUBLICAN,REPUBLICAN,633969,1476346,42.94,0.4294176297426213,"FORD, GERALD",0,825879,633969,1459848,0.4342705541946833,43.43
1976,48,TX,Texas,DEMOCRAT,DEMOCRAT,2082319,4071884,51.14,0.511389568072175,"CARTER, JIMMY",0,2082319,1953300,4035619,0.5159850322837711,51.6
1976,48,TX,Texas,AMERICAN,OTHER,11442,4071884,0.28,0.0028100014636959205,"ANDERSON, THOMAS J.",0,2082319,1953300,4035619,,
1976,48,TX,Texas,INDEPENDENT,OTHER,20118,4071884,0.49,0.004940710491752712,"MCCARTHY, EUGENE """"GENE""""",0,2082319,1953300,4035619,,
1976,48,TX,Texas,OTHER,OTHER,2982,4071884,0.07,0.0007323391334330742,,1,2082319,1953300,4035619,,
1976,48,TX,Texas,SOCIALIST WORKERS,OTHER,1723,4071884,0.04,0.0004231456495322558,"CAMEJO, PETER",0,2082319,1953300,4035619,,
1976,48,TX,Texas,REPUBLICAN,REPUBLICAN,1953300,4071884,47.97,0.4797042351894111,"FORD, GERALD",0,2082319,1953300,4035619,0.4840149677162289,48.4
1976,49,UT,Utah,DEMOCRAT,DEMOCRAT,182110,541218,33.65,0.3364817873758818,"CARTER, JIMMY",0,182110,337908,520018,0.35019941617405553,35.02
1976,49,UT,Utah,AMERICAN,OTHER,13304,541218,2.46,0.024581591890883155,"ANDERSON, THOMAS J.",0,182110,337908,520018,,
1976,49,UT,Utah,CONCERNED CITIZENS,OTHER,1162,541218,0.21,0.0021470091534280086,"MADDOX, LESTER",0,182110,337908,520018,,
1976,49,UT,Utah,INDEPENDENT,OTHER,4296,541218,0.79,0.007937651741072914,"CAMEJO, PETER; HALL, GUS; MCCARTHY, EUGENE """"GENE""""",0,182110,337908,520018,,
1976,49,UT,Utah,LIBERAL PARTY,OTHER,2438,541218,0.45,0.004504654316744823,"MACBRIDE, ROGER",0,182110,337908,520018,,
1976,49,UT,Utah,REPUBLICAN,REPUBLICAN,337908,541218,62.43,0.6243473055219892,"FORD, GERALD",0,182110,337908,520018,0.6498005838259445,64.98
1976,50,VT,Vermont,DEMOCRAT,DEMOCRAT,77798,183902,42.3,0.42304053245750456,"CARTER, JIMMY",0,77798,100387,178185,0.43661363189943037,43.66
1976,50,VT,Vermont,INDEPENDENT,OTHER,4001,183902,2.18,0.021756152733521116,"MCCARTHY, EUGENE """"GENE""""",0,77798,100387,178185,,
1976,50,VT,Vermont,OTHER,OTHER,1090,183902,0.59,0.005927069852421398,OTHER,0,77798,100387,178185,,
1976,50,VT,Vermont,SOCIALIST WORKERS,OTHER,430,183902,0.23,0.0023382018683864234,"CAMEJO, PETER",0,77798,100387,178185,,
1976,50,VT,Vermont,U.S. LABOR,OTHER,196,183902,0.11,0.0010657850376831139,"LAROUCHE, LYNDON, JR.",0,77798,100387,178185,,
1976,50,VT,Vermont,REPUBLICAN,REPUBLICAN,100387,183902,54.59,0.5458722580504834,"FORD, GERALD",0,77798,100387,178185,0.5633863681005696,56.34
1976,51,VA,Virginia,DEMOCRAT,DEMOCRAT,813896,1697094,47.96,0.47958215632133516,"CARTER, JIMMY",0,813896,836554,1650450,0.4931358114453634,49.31
1976,51,VA,Virginia,LIBERTARIAN,LIBERTARIAN,4648,1697094,0.27,0.002738799382945199,"MACBRIDE, ROGER",0,813896,836554,1650450,,
1976,51,VA,Virginia,AMERICAN,OTHER,16686,1697094,0.98,0.00983210122715654,"ANDERSON, THOMAS J.",0,813896,836554,1650450,,
1976,51,VA,Virginia,SOCIALIST WORKERS,OTHER,17802,1697094,1.05,0.010489695915488477,"CAMEJO, PETER",0,813896,836554,1650450,,
1976,51,VA,Virginia,U.S. LABOR,OTHER,7508,1697094,0.44,0.004424033082433855,"LAROUCHE, LYNDON, JR.",0,813896,836554,1650450,,
1976,51,VA,Virginia,REPUBLICAN,REPUBLICAN,836554,1697094,49.29,0.4929332140706408,"FORD, GERALD",0,813896,836554,1650450,0.5068641885546367,50.69
1976,53,WA,Washington,DEMOCRAT,DEMOCRAT,717323,1555534,46.11,0.46114260440466104,"CARTER, JIMMY",0,717323,777732,1495055,0.47979706432204833,47.98
1976,53,WA,Washington,LIBERTARIAN,LIBERTARIAN,5042,1555534,0.32,0.0032413306298672995,"MACBRIDE, ROGER",0,717323,777732,1495055,,
1976,53,WA,Washington,AMERICAN INDEPENDENT PARTY,OTHER,8585,1555534,0.55,0.0055190050490699655,"MADDOX, LESTER",0,717323,777732,1495055,,
1976,53,WA,Washington,COMMUNIST PARTY USE,OTHER,817,1555534,0.05,0.0005252215637845267,"HALL, GUS",0,717323,777732,1495055,,
1976,53,WA,Washington,CONSTITUTION PARTY,OTHER,1046,1555534,0.07,0.0006724378894964688,"ANDERSON, THOMAS J.",0,717323,777732,1495055,,
1976,53,WA,Washington,INDEPENDENT,OTHER,36986,1555534,2.38,0.023777043767606493,"MCCARTHY, EUGENE """"GENE""""",0,717323,777732,1495055,,
1976,53,WA,Washington,OTHER,OTHER,5482,1555534,0.35,0.0035241916923705943,OTHER,0,717323,777732,1495055,,
1976,53,WA,Washington,SOCIALIST LABOR,OTHER,713,1555534,0.05,0.0004583634944655662,"JULIUS """"JULES"""", LEVIN",0,717323,777732,1495055,,
1976,53,WA,Washington,SOCIALIST WORKERS,OTHER,905,1555534,0.06,0.0005817937762851857,"CAMEJO, PETER",0,717323,777732,1495055,,
1976,53,WA,Washington,U.S. LABOR,OTHER,903,1555534,0.06,0.000580508044182898,"LAROUCHE, LYNDON, JR.",0,717323,777732,1495055,,
1976,53,WA,Washington,REPUBLICAN,REPUBLICAN,777732,1555534,50.0,0.49997749968821,"FORD, GERALD",0,717323,777732,1495055,0.5202029356779516,52.02
1976,54,WV,West Virginia,DEMOCRAT,DEMOCRAT,435864,750590,58.07,0.5806951864533234,"CARTER, JIMMY",0,435864,314726,750590,0.5806951864533234,58.07
1976,54,WV,West Virginia,REPUBLICAN,REPUBLICAN,314726,750590,41.93,0.4193048135466766,"FORD, GERALD",0,435864,314726,750590,0.4193048135466766,41.93
1976,55,WI,Wisconsin,DEMOCRAT,DEMOCRAT,1040232,2101336,49.5,0.4950336357441171,"CARTER, JIMMY",0,1040232,1004987,2045219,0.5086164366749967,50.86
1976,55,WI,Wisconsin,LIBERTARIAN,LIBERTARIAN,3814,2101336,0.18,0.001815035767721107,"MACBRIDE, ROGER",0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,AMERICAN INDEPENDENT PARTY,OTHER,8552,2101336,0.41,0.004069791789604328,"MADDOX, LESTER",0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,INDEPENDENT,OTHER,34943,2101336,1.66,0.016628944633318994,"MCCARTHY, EUGENE """"GENE""""",0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,OTHER,OTHER,2430,2101336,0.12,0.0011564071619198453,OTHER,0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,SOCIALIST,OTHER,4298,2101336,0.2,0.0020453654246631666,"ZEIDLER, FRANK",0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,SOCIALIST LABOR,OTHER,389,2101336,0.02,0.00018512032345136618,"JULIUS """"JULES"""", LEVIN",0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,SOCIALIST WORKERS,OTHER,1691,2101336,0.08,0.000804726136134345,"CAMEJO, PETER",0,1040232,1004987,2045219,,
1976,55,WI,Wisconsin,REPUBLICAN,REPUBLICAN,1004987,2101336,47.83,0.4782609730190698,"FORD, GERALD",0,1040232,1004987,2045219,0.4913835633250033,49.14
1976,56,WY,Wyoming,DEMOCRAT,DEMOCRAT,62239,156343,39.81,0.39809265525159426,"CARTER, JIMMY",0,62239,92717,154956,0.40165595394821757,40.17
1976,56,WY,Wyoming,OTHER,OTHER,1387,156343,0.89,0.008871519671491529,,1,62239,92717,154956,,
1976,56,WY,Wyoming,REPUBLICAN,REPUBLICAN,92717,156343,59.3,0.5930358250769142,"FORD, GERALD",0,62239,92717,154956,0.5983440460517825,59.83
1980,01,AL,Alabama,DEMOCRAT,DEMOCRAT,636730,1341929,47.45,0.47448859067804633,"CARTER, JIMMY",0,636730,654192,1290922,0.49323661692960535,49.32
1980,01,AL,Alabama,LIBERTARIAN,LIBERTARIAN,13318,1341929,0.99,0.00992451910645049,"CLARK, EDWARD """"ED""""",0,636730,654192,1290922,,
1980,01,AL,Alabama,CITIZENS,OTHER,517,1341929,0.04,0.0003852662845798846,"COMMONER, BARRY",0,636730,654192,1290922,,
1980,01,AL,Alabama,COMMUNIST PARTY USE,OTHER,1629,1341929,0.12,0.0012139241345853619,"HALL, GUS",0,636730,654192,1290922,,
1980,01,AL,Alabama,CONSERVATIVE,OTHER,15010,1341929,1.12,0.011185390583257385,"RARICK, JOHN",0,636730,654192,1290922,,
1980,01,AL,Alabama,INDEPENDENT,OTHER,16481,1341929,1.23,0.012281573764334775,"ANDERSON, JOHN B.",0,636730,654192,1290922,,
1980,01,AL,Alabama,SOCIALIST,OTHER,1006,1341929,0.07,0.0007496670837279767,"MCREYNOLDS, DAVID",0,636730,654192,1290922,,
1980,01,AL,Alabama,SOCIALIST WORKERS,OTHER,1303,1341929,0.1,0.0009709902684866338,"DEBERRY, CLIFTON",0,636730,654192,1290922,,
1980,01,AL,Alabama,STATESMAN,OTHER,1743,1341929,0.13,0.001298876468129089,"BUBAR, BENJAMIN """"BEN""""",0,636730,654192,1290922,,
1980,01,AL,Alabama,REPUBLICAN,REPUBLICAN,654192,1341929,48.75,0.4875012016284021,"REAGAN, RONALD",0,636730,654192,1290922,0.5067633830703947,50.68
1980,02,AK,Alaska,DEMOCRAT,DEMOCRAT,41842,158445,26.41,0.2640790179557575,"CARTER, JIMMY",0,41842,86112,127954,0.32700814355158886,32.7
1980,02,AK,Alaska,LIBERTARIAN,LIBERTARIAN,18479,158445,11.66,0.1166272208021711,"CLARK, EDWARD """"ED""""",0,41842,86112,127954,,
1980,02,AK,Alaska,INDEPENDENT,OTHER,11155,158445,7.04,0.0704029789516867,"ANDERSON, JOHN B.",0,41842,86112,127954,,
1980,02,AK,Alaska,OTHER,OTHER,857,158445,0.54,0.005408816939632049,,1,41842,86112,127954,,
1980,02,AK,Alaska,REPUBLICAN,REPUBLICAN,86112,158445,54.35,0.5434819653507527,"REAGAN, RONALD",0,41842,86112,127954,0.6729918564484112,67.3
1980,04,AZ,Arizona,DEMOCRAT,DEMOCRAT,246843,873945,28.24,0.28244683589928427,"CARTER, JIMMY",0,246843,529688,776531,0.3178791316766491,31.79
1980,04,AZ,Arizona,LIBERTARIAN,LIBERTARIAN,18784,873945,2.15,0.02149334340261687,"CLARK, EDWARD """"ED""""",0,246843,529688,776531,,
1980,04,AZ,Arizona,CITIZENS,OTHER,551,873945,0.06,0.0006304744577748028,"COMMONER, BARRY",0,246843,529688,776531,,
1980,04,AZ,Arizona,COMMUNIST PARTY USE,OTHER,25,873945,0.0,2.8605919136787783e-05,"HALL, GUS",0,246843,529688,776531,,
1980,04,AZ,Arizona,INDEPENDENT,OTHER,76952,873945,8.81,0.08805130757656374,"ANDERSON, JOHN B.",0,246843,529688,776531,,
