year,state_fips,state_abbr,state_name,party_detailed,party_simplified,votes,total_votes,vote_pct,vote_share_of_total,candidate_examples,writein_count,democratic_votes_state,republican_votes_state,two_party_total_votes,two_party_vote_share,two_party_vote_pct
2004,42,PA,Pennsylvania,CONSTITUTION PARTY,OTHER,6318,5769590,0.11,0.0010950518147736668,"PEROUTKA, MICHAEL",0,2938095,2793847,5731942,,
2004,42,PA,Pennsylvania,GREEN,OTHER,6319,5769590,0.11,0.0010952251373147833,"COBB, DAVID",0,2938095,2793847,5731942,,
2004,42,PA,Pennsylvania,INDEPENDENT,OTHER,2656,5769590,0.05,0.00046034466920526413,"INDEPENDENT PARTY CANDIDATE,",1,2938095,2793847,5731942,,
2004,42,PA,Pennsylvania,OTHER,OTHER,1170,5769590,0.02,0.00020278737310623458,BLANK VOTE/SCATTERING,0,2938095,2793847,5731942,,
2004,42,PA,Pennsylvania,REPUBLICAN,REPUBLICAN,2793847,5769590,48.42,0.484236661530542,"BUSH, GEORGE W.",0,2938095,2793847,5731942,0.4874171790293761,48.74
2004,44,RI,Rhode Island,DEMOCRAT,DEMOCRAT,259760,437134,59.42,0.5942342622628302,"KERRY, JOHN",0,259760,169046,428806,0.6057751057587814,60.58
2004,44,RI,Rhode Island,LIBERTARIAN,LIBERTARIAN,907,437134,0.21,0.0020748786413319485,"BADNARIK, MICHAEL",0,259760,169046,428806,,
2004,44,RI,Rhode Island,CONSTITUTION PARTY,OTHER,339,437134,0.08,0.0007755059089432531,"PEROUTKA, MICHAEL",0,259760,169046,428806,,
2004,44,RI,Rhode Island,GREEN,OTHER,1333,437134,0.3,0.00304940819062347,"COBB, DAVID",0,259760,169046,428806,,
2004,44,RI,Rhode Island,NONPARTISAN,OTHER,845,437134,0.19,0.0019330457022331824,NONPARTISAN,0,259760,169046,428806,,
2004,44,RI,Rhode Island,REFORM PARTY,OTHER,4651,437134,1.06,0.010639758060457433,"NADER, RALPH",0,259760,169046,428806,,
2004,44,RI,Rhode Island,WORKERS WORLD,OTHER,253,437134,0.06,0.0005787698966449647,WORKERS WORLD,0,259760,169046,428806,,
2004,44,RI,Rhode Island,REPUBLICAN,REPUBLICAN,169046,437134,38.67,0.3867143713369356,"BUSH, GEORGE W.",0,259760,169046,428806,0.39422489424121865,39.42
2004,45,SC,South Carolina,DEMOCRAT,DEMOCRAT,661669,1617700,40.9,0.40901835939914694,"KERRY, JOHN",0,661669,937974,1599643,0.4136354174025079,41.36
2004,45,SC,South Carolina,LIBERTARIAN,LIBERTARIAN,3608,1617700,0.22,0.0022303270074797554,"BADNARIK, MICHAEL",0,661669,937974,1599643,,
2004,45,SC,South Carolina,CONSTITUTION PARTY,OTHER,5317,1617700,0.33,0.003286765160412932,"PEROUTKA, MICHAEL",0,661669,937974,1599643,,
2004,45,SC,South Carolina,GREEN,OTHER,1488,1617700,0.09,0.0009198244421091674,"COBB, DAVID",0,661669,937974,1599643,,
2004,45,SC,South Carolina,INDEPENDENCE,OTHER,5520,1617700,0.34,0.0034122519626630403,"NADER, RALPH",0,661669,937974,1599643,,
2004,45,SC,South Carolina,UNITED CITIZENS,OTHER,2124,1617700,0.13,0.0013129752117203436,"BROWN, WALT",0,661669,937974,1599643,,
2004,45,SC,South Carolina,REPUBLICAN,REPUBLICAN,937974,1617700,57.98,0.5798194968164678,"BUSH, GEORGE W.",0,661669,937974,1599643,0.586364582597492,58.64
2004,46,SD,South Dakota,DEMOCRAT,DEMOCRAT,149244,388215,38.44,0.38443645917854796,"KERRY, JOHN",0,149244,232584,381828,0.39086709198906316,39.09
2004,46,SD,South Dakota,LIBERTARIAN,LIBERTARIAN,964,388215,0.25,0.002483160104581224,"BADNARIK, MICHAEL",0,149244,232584,381828,,
2004,46,SD,South Dakota,CONSTITUTION PARTY,OTHER,1103,388215,0.28,0.0028412091238102597,"PEROUTKA, MICHAEL",0,149244,232584,381828,,
2004,46,SD,South Dakota,INDEPENDENT,OTHER,4320,388215,1.11,0.011127854410571462,"NADER, RALPH",0,149244,232584,381828,,
2004,46,SD,South Dakota,REPUBLICAN,REPUBLICAN,232584,388215,59.91,0.5991113171824891,"BUSH, GEORGE W.",0,149244,232584,381828,0.6091329080109369,60.91
2004,47,TN,Tennessee,DEMOCRAT,DEMOCRAT,1036477,2437319,42.53,0.4252529110879618,"KERRY, JOHN",0,1036477,1384375,2420852,0.4281455454525927,42.81
2004,47,TN,Tennessee,INDEPENDENT,OTHER,16428,2437319,0.67,0.00674019281021483,OTHER,0,1036477,1384375,2420852,,
2004,47,TN,Tennessee,OTHER,OTHER,39,2437319,0.0,1.6001188190794885e-05,OTHER,1,1036477,1384375,2420852,,
2004,47,TN,Tennessee,REPUBLICAN,REPUBLICAN,1384375,2437319,56.8,0.5679908949136325,"BUSH, GEORGE W.",0,1036477,1384375,2420852,0.5718544545474072,57.19
2004,48,TX,Texas,DEMOCRAT,DEMOCRAT,2832704,7410749,38.22,0.3822426046274135,"KERRY, JOHN",0,2832704,4526917,7359621,0.38489808102890083,38.49
2004,48,TX,Texas,LIBERTARIAN,LIBERTARIAN,38787,7410749,0.52,0.005233883916457027,"BADNARIK, MICHAEL",0,2832704,4526917,7359621,,
2004,48,TX,Texas,OTHER,OTHER,12341,7410749,0.17,0.00166528376551412,OTHER,1,2832704,4526917,7359621,,
2004,48,TX,Texas,REPUBLICAN,REPUBLICAN,4526917,7410749,61.09,0.6108582276906154,"BUSH, GEORGE W.",0,2832704,4526917,7359621,0.6151019189710992,61.51
2004,49,UT,Utah,DEMOCRAT,DEMOCRAT,241199,927844,26.0,0.25995641508701894,"KERRY, JOHN",0,241199,663742,904941,0.2665356083987796,26.65
2004,49,UT,Utah,LIBERTARIAN,LIBERTARIAN,3375,927844,0.36,0.0036374649186716734,"BADNARIK, MICHAEL",0,241199,663742,904941,,
2004,49,UT,Utah,CONSTITUTION PARTY,OTHER,6841,927844,0.74,0.007373006669224568,"PEROUTKA, MICHAEL",0,241199,663742,904941,,
2004,49,UT,Utah,OTHER,OTHER,43,927844,0.0,4.634399748233539e-05,OTHER,1,241199,663742,904941,,
2004,49,UT,Utah,PERSONAL CHOICE,OTHER,946,927844,0.1,0.0010195679446113786,"JAY, CHARLES",0,241199,663742,904941,,
2004,49,UT,Utah,SOCIALIST WORKERS,OTHER,393,927844,0.04,0.0004235625816408793,"CALERO, ROGER",0,241199,663742,904941,,
2004,49,UT,Utah,UNAFFILIATED,OTHER,11305,927844,1.22,0.012184160268320967,"NADER, RALPH",0,241199,663742,904941,,
2004,49,UT,Utah,REPUBLICAN,REPUBLICAN,663742,927844,71.54,0.7153594785330293,"BUSH, GEORGE W.",0,241199,663742,904941,0.7334643916012205,73.35
2004,50,VT,Vermont,DEMOCRAT,DEMOCRAT,184067,312309,58.94,0.5893746257712714,"KERRY, JOHN",0,184067,121180,305247,0.6030100213925116,60.3
2004,50,VT,Vermont,LIBERTARIAN,LIBERTARIAN,1102,312309,0.35,0.003528556653826819,"BADNARIK, MICHAEL",0,184067,121180,305247,,
2004,50,VT,Vermont,INDEPENDENT,OTHER,4494,312309,1.44,0.014389594920415357,"NADER, RALPH",0,184067,121180,305247,,
2004,50,VT,Vermont,LIBERTY UNION PARTY,OTHER,265,312309,0.08,0.0008485186145772296,"PARKER, JOHN",0,184067,121180,305247,,
2004,50,VT,Vermont,OTHER,OTHER,957,312309,0.31,0.003064272883586448,OTHER,1,184067,121180,305247,,
2004,50,VT,Vermont,SOCIALIST WORKERS,OTHER,244,312309,0.08,0.0007812775168182793,"CALERO, ROGER",0,184067,121180,305247,,
2004,50,VT,Vermont,REPUBLICAN,REPUBLICAN,121180,312309,38.8,0.38801315363950445,"BUSH, GEORGE W.",0,184067,121180,305247,0.39698997860748836,39.7
2004,51,VA,Virginia,DEMOCRAT,DEMOCRAT,1454742,3195415,45.53,0.4552591760381672,"KERRY, JOHN",0,1454742,1716959,3171701,0.4586630328646994,45.87
2004,51,VA,Virginia,LIBERTARIAN,LIBERTARIAN,11032,3195415,0.35,0.0034524467087999524,"BADNARIK, MICHAEL",0,1454742,1716959,3171701,,
2004,51,VA,Virginia,CONSTITUTION PARTY,OTHER,10161,3195415,0.32,0.0031798686555580416,"PEROUTKA, MICHAEL",0,1454742,1716959,3171701,,
2004,51,VA,Virginia,OTHER,OTHER,2521,3195415,0.08,0.0007889429072593074,OTHER,1,1454742,1716959,3171701,,
2004,51,VA,Virginia,REPUBLICAN,REPUBLICAN,1716959,3195415,53.73,0.5373195656902156,"BUSH, GEORGE W.",0,1454742,1716959,3171701,0.5413369671353006,54.13
2004,53,WA,Washington,DEMOCRAT,DEMOCRAT,1510201,2859084,52.82,0.5282114831183694,"KERRY, JOHN",0,1510201,1304894,2815095,0.5364653768345296,53.65
2004,53,WA,Washington,LIBERTARIAN,LIBERTARIAN,11955,2859084,0.42,0.004181409150623067,"BADNARIK, MICHAEL",0,1510201,1304894,2815095,,
2004,53,WA,Washington,CONSTITUTION PARTY,OTHER,3922,2859084,0.14,0.0013717680208066639,"PEROUTKA, MICHAEL",0,1510201,1304894,2815095,,
2004,53,WA,Washington,GREEN,OTHER,2974,2859084,0.1,0.0010401932926769552,"COBB, DAVID",0,1510201,1304894,2815095,,
2004,53,WA,Washington,INDEPENDENT,OTHER,23283,2859084,0.81,0.008143517294350219,"NADER, RALPH",0,1510201,1304894,2815095,,
2004,53,WA,Washington,SOCIALIST EQUALITY PARTY,OTHER,231,2859084,0.01,8.079510780375812e-05,"VAN AUKEN, BILL",0,1510201,1304894,2815095,,
2004,53,WA,Washington,SOCIALIST WORKERS,OTHER,547,2859084,0.02,0.0001913200171803277,"CALERO, ROGER",0,1510201,1304894,2815095,,
2004,53,WA,Washington,WORKERS WORLD,OTHER,1077,2859084,0.04,0.0003766940740460931,"PARKER, JOHN",0,1510201,1304894,2815095,,
2004,53,WA,Washington,REPUBLICAN,REPUBLICAN,1304894,2859084,45.64,0.45640281992414355,"BUSH, GEORGE W.",0,1510201,1304894,2815095,0.46353462316547045,46.35
2004,54,WV,West Virginia,DEMOCRAT,DEMOCRAT,326541,755792,43.21,0.43205141097021404,"KERRY, JOHN",0,326541,423778,750319,0.43520289370254517,43.52
2004,54,WV,West Virginia,LIBERTARIAN,LIBERTARIAN,1405,755792,0.19,0.0018589770730571373,"BADNARIK, MICHAEL",0,326541,423778,750319,,
2004,54,WV,West Virginia,INDEPENDENT,OTHER,4063,755792,0.54,0.005375817685289074,"NADER, RALPH",0,326541,423778,750319,,
2004,54,WV,West Virginia,OTHER,OTHER,5,755792,0.0,6.615576772445329e-06,"COBB, DAVID",1,326541,423778,750319,,
2004,54,WV,West Virginia,REPUBLICAN,REPUBLICAN,423778,755792,56.07,0.5607071786946674,"BUSH, GEORGE W.",0,326541,423778,750319,0.5647971062974548,56.48
2004,55,WI,Wisconsin,DEMOCRAT,DEMOCRAT,1489504,2997007,49.7,0.49699717084411216,"KERRY, JOHN",0,1489504,1478120,2967624,0.5019180327426924,50.19
2004,55,WI,Wisconsin,LIBERTARIAN,LIBERTARIAN,6464,2997007,0.22,0.00215681845254282,"BADNARIK, MICHAEL",0,1489504,1478120,2967624,,
2004,55,WI,Wisconsin,INDEPENDENT,OTHER,17272,2997007,0.58,0.005763082969108848,"NADER, RALPH",0,1489504,1478120,2967624,,
2004,55,WI,Wisconsin,OTHER,OTHER,2986,2997007,0.1,0.000996327335905455,BLANK VOTE/SCATTERING,0,1489504,1478120,2967624,,
2004,55,WI,Wisconsin,WISCONSIN GREEN,OTHER,2661,2997007,0.09,0.0008878858140805143,"COBB, DAVID",0,1489504,1478120,2967624,,
2004,55,WI,Wisconsin,REPUBLICAN,REPUBLICAN,1478120,2997007,49.32,0.49319871458425024,"BUSH, GEORGE W.",0,1489504,1478120,2967624,0.4980819672573075,49.81
2004,56,WY,Wyoming,DEMOCRAT,DEMOCRAT,70776,243861,29.02,0.2902309102316484,"KERRY, JOHN",0,70776,167629,238405,0.29687296826828297,29.69
2004,56,WY,Wyoming,LIBERTARIAN,LIBERTARIAN,1171,243861,0.48,0.00480191584550215,"BADNARIK, MICHAEL",0,70776,167629,238405,,
2004,56,WY,Wyoming,INDEPENDENT,OTHER,3372,243861,1.38,0.013827549300626176,"NADER, RALPH",0,70776,167629,238405,,
2004,56,WY,Wyoming,OTHER,OTHER,913,243861,0.37,0.0037439360947424966,OTHER; OTHER,1,70776,167629,238405,,
2004,56,WY,Wyoming,REPUBLICAN,REPUBLICAN,167629,243861,68.74,0.6873956885274808,"BUSH, GEORGE W.",0,70776,167629,238405,0.7031270317317171,70.31
2008,01,AL,Alabama,DEMOCRAT,DEMOCRAT,813479,2099819,38.74,0.38740434294574916,"OBAMA, BARACK H.",0,813479,1266546,2080025,0.39109097246427327,39.11
2008,01,AL,Alabama,INDEPENDENT,OTHER,16089,2099819,0.77,0.007662088970525555,,0,813479,1266546,2080025,,
2008,01,AL,Alabama,OTHER,OTHER,3705,2099819,0.18,0.001764437792019217,,1,813479,1266546,2080025,,
2008,01,AL,Alabama,REPUBLICAN,REPUBLICAN,1266546,2099819,60.32,0.603169130291706,"MCCAIN, JOHN",0,813479,1266546,2080025,0.6089090275357267,60.89
2008,02,AK,Alaska,DEMOCRAT,DEMOCRAT,123594,326197,37.89,0.37889373599389325,"OBAMA, BARACK H.",0,123594,193841,317435,0.389352150834029,38.94
2008,02,AK,Alaska,LIBERTARIAN,LIBERTARIAN,1589,326197,0.49,0.0048712894355251585,"BARR, BOB",0,123594,193841,317435,,
2008,02,AK,Alaska,ALASKAN INDEPENDENCE PARTY,OTHER,1660,326197,0.51,0.005088949315904193,"BALDWIN, CHARLES """"CHUCK""""",0,123594,193841,317435,,
2008,02,AK,Alaska,INDEPENDENT,OTHER,3783,326197,1.16,0.011597286302449133,"NADER, RALPH",0,123594,193841,317435,,
2008,02,AK,Alaska,OTHER,OTHER,1730,326197,0.53,0.005303543564165213,,1,123594,193841,317435,,
2008,02,AK,Alaska,REPUBLICAN,REPUBLICAN,193841,326197,59.42,0.5942451953880631,"MCCAIN, JOHN",0,123594,193841,317435,0.610647849165971,61.06
2008,04,AZ,Arizona,DEMOCRAT,DEMOCRAT,1034707,2293475,45.12,0.4511525087476428,"OBAMA, BARACK H.",0,1034707,1230111,2264818,0.4568609928038368,45.69
2008,04,AZ,Arizona,LIBERTARIAN,LIBERTARIAN,12555,2293475,0.55,0.005474225792738094,"BARR, BOB",0,1034707,1230111,2264818,,
2008,04,AZ,Arizona,GREEN,OTHER,3406,2293475,0.15,0.0014850826802123415,"MCKINNEY, CYNTHIA",0,1034707,1230111,2264818,,
2008,04,AZ,Arizona,INDEPENDENT,OTHER,11301,2293475,0.49,0.004927457242830203,"NADER, RALPH",0,1034707,1230111,2264818,,
2008,04,AZ,Arizona,OTHER,OTHER,1395,2293475,0.06,0.0006082473103042326,,1,1034707,1230111,2264818,,
2008,04,AZ,Arizona,REPUBLICAN,REPUBLICAN,1230111,2293475,53.64,0.5363524782262724,"MCCAIN, JOHN",0,1034707,1230111,2264818,0.5431390071961633,54.31
2008,05,AR,Arkansas,DEMOCRAT,DEMOCRAT,422310,1086617,38.86,0.3886465976512423,"OBAMA, BARACK H.",0,422310,638017,1060327,0.3982827938928274,39.83
2008,05,AR,Arkansas,LIBERTARIAN,LIBERTARIAN,4776,1086617,0.44,0.004395292913694521,"BARR, BOB",0,422310,638017,1060327,,
2008,05,AR,Arkansas,CONSTITUTION PARTY,OTHER,4023,1086617,0.37,0.0037023164555680613,"BALDWIN, CHARLES """"CHUCK""""",0,422310,638017,1060327,,
2008,05,AR,Arkansas,GREEN,OTHER,3470,1086617,0.32,0.003193397489639864,"MCKINNEY, CYNTHIA",0,422310,638017,1060327,,
2008,05,AR,Arkansas,INDEPENDENT,OTHER,12882,1086617,1.19,0.011855143072490124,"NADER, RALPH",0,422310,638017,1060327,,
2008,05,AR,Arkansas,SOCIALISM AND LIBERATION PARTY,OTHER,1139,1086617,0.1,0.001048207418069108,"LA RIVA, GLORIA ESTELLA",0,422310,638017,1060327,,
2008,05,AR,Arkansas,REPUBLICAN,REPUBLICAN,638017,1086617,58.72,0.5871590449992959,"MCCAIN, JOHN",0,422310,638017,1060327,0.6017172061071726,60.17
2008,06,CA,California,DEMOCRAT,DEMOCRAT,8274473,13561900,61.01,0.6101263834713425,"OBAMA, BARACK H.",0,8274473,5011781,13286254,0.622784495915854,62.28
2008,06,CA,California,LIBERTARIAN,LIBERTARIAN,67582,13561900,0.5,0.0049832250643346435,"BARR, BOB",0,8274473,5011781,13286254,,
2008,06,CA,California,AMERICAN INDEPENDENT PARTY,OTHER,40673,13561900,0.3,0.002999063553041978,"KEYES, ALAN",0,8274473,5011781,13286254,,
2008,06,CA,California,GREEN,OTHER,38774,13561900,0.29,0.0028590389252243415,"MCKINNEY, CYNTHIA",0,8274473,5011781,13286254,,
2008,06,CA,California,INDEPENDENT,OTHER,20236,13561900,0.15,0.0014921213104358534,,1,8274473,5011781,13286254,,
2008,06,CA,California,PEACE & FREEDOM,OTHER,108381,13561900,0.8,0.007991579350975896,"NADER, RALPH",0,8274473,5011781,13286254,,
2008,06,CA,California,REPUBLICAN,REPUBLICAN,5011781,13561900,36.95,0.36954858832464477,"MCCAIN, JOHN",0,8274473,5011781,13286254,0.3772155040841459,37.72
2008,08,CO,Colorado,DEMOCRAT,DEMOCRAT,1288576,2401361,53.66,0.5366023684069159,"OBAMA, BARACK H.",0,1288576,1073589,2362165,0.5455063469317343,54.55
2008,08,CO,Colorado,LIBERTARIAN,LIBERTARIAN,10897,2401361,0.45,0.004537843331344184,"BARR, BOB",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,AMERICA'S INDEPENDENT PARTY,OTHER,3051,2401361,0.13,0.0012705295038938336,"KEYES, ALAN",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,BOSTON TEA PARTY,OTHER,598,2401361,0.02,0.00024902544848525484,"JAY, CHARLES",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,CONSTITUTION PARTY,OTHER,6233,2401361,0.26,0.0025956114053655405,"BALDWIN, CHARLES """"CHUCK""""",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,GREEN,OTHER,2822,2401361,0.12,0.0011751669157615203,"MCKINNEY, CYNTHIA",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,HEARTQUAKE '08,OTHER,348,2401361,0.01,0.0001449178195198473,"ALLEN, JONATHAN",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,INDEPENDENT,OTHER,13350,2401361,0.56,0.005559347386752763,"NADER, RALPH",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,OBJECTIVIST PARTY,OTHER,336,2401361,0.01,0.00013992065332950774,"STEVENS, THOMAS R.",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,PROHIBITION,OTHER,85,2401361,0.0,3.539659384823856e-05,"AMONDSON, GENE",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,SOCIALISM AND LIBERATION PARTY,OTHER,158,2401361,0.01,6.579602150613756e-05,"LA RIVA, GLORIA ESTELLA",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,SOCIALIST,OTHER,226,2401361,0.01,9.411329658472841e-05,"MOORE, BRIAN",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,SOCIALIST WORKERS,OTHER,154,2401361,0.01,6.413029944269105e-05,"HARRIS, JAMES",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,U.S. PACIFIST PARTY,OTHER,110,2401361,0.0,4.580735674477932e-05,"LYTTLE, BRADFORD",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,UNAFFILIATED,OTHER,828,2401361,0.03,0.00034480446713342974,"MCENULTY, FRANK",0,1288576,1073589,2362165,,
2008,08,CO,Colorado,REPUBLICAN,REPUBLICAN,1073589,2401361,44.71,0.4470752210933716,"MCCAIN, JOHN",0,1288576,1073589,2362165,0.4544936530682658,45.45
2008,09,CT,Connecticut,DEMOCRAT,DEMOCRAT,997772,1646792,60.59,0.6058882967612181,"OBAMA, BARACK H.",0,997772,629428,1627200,0.6131833824975418,61.32
2008,09,CT,Connecticut,INDEPENDENT,OTHER,19162,1646792,1.16,0.011635956453516899,"NADER, RALPH",0,997772,629428,1627200,,
2008,09,CT,Connecticut,OTHER,OTHER,430,1646792,0.03,0.00026111372899552583,,1,997772,629428,1627200,,
2008,09,CT,Connecticut,REPUBLICAN,REPUBLICAN,629428,1646792,38.22,0.3822146330562694,"MCCAIN, JOHN",0,997772,629428,1627200,0.3868166175024582,38.68
2008,10,DE,Delaware,DEMOCRAT,DEMOCRAT,255459,412412,61.94,0.6194266898150393,"OBAMA, BARACK H.",0,255459,152374,407833,0.6263813864988855,62.64
2008,10,DE,Delaware,LIBERTARIAN,LIBERTARIAN,1109,412412,0.27,0.002689058514301233,"BARR, BOB",0,255459,152374,407833,,
2008,10,DE,Delaware,CONSTITUTION PARTY,OTHER,626,412412,0.15,0.0015178995761520033,"BALDWIN, CHARLES """"CHUCK""""",0,255459,152374,407833,,
2008,10,DE,Delaware,GREEN,OTHER,385,412412,0.09,0.0009335324869305452,"MCKINNEY, CYNTHIA",0,255459,152374,407833,,
2008,10,DE,Delaware,INDEPENDENT,OTHER,2401,412412,0.58,0.005821848054857763,"NADER, RALPH",0,255459,152374,407833,,
2008,10,DE,Delaware,SOCIALIST WORKERS,OTHER,58,412412,0.01,0.00014063606296616006,"CALERO, ROGER",0,255459,152374,407833,,
2008,10,DE,Delaware,REPUBLICAN,REPUBLICAN,152374,412412,36.95,0.36947033548975294,"MCCAIN, JOHN",0,255459,152374,407833,0.3736186135011144,37.36
2008,11,DC,District Of Columbia,DEMOCRAT,DEMOCRAT,245800,265853,92.46,0.9245710975614343,"OBAMA, BARACK H.",0,245800,17367,263167,0.9340076833341566,93.4
2008,11,DC,District Of Columbia,GREEN,OTHER,590,265853,0.22,0.0022192715523240286,"MCKINNEY, CYNTHIA",0,245800,17367,263167,,
2008,11,DC,District Of Columbia,INDEPENDENT,OTHER,958,265853,0.36,0.00360349516462105,"NADER, RALPH",0,245800,17367,263167,,
2008,11,DC,District Of Columbia,OTHER,OTHER,1138,265853,0.43,0.004280561061940245,,1,245800,17367,263167,,
2008,11,DC,District Of Columbia,REPUBLICAN,REPUBLICAN,17367,265853,6.53,0.06532557465968035,"MCCAIN, JOHN",0,245800,17367,263167,0.06599231666584336,6.6
2008,12,FL,Florida,DEMOCRAT,DEMOCRAT,4282074,8390744,51.03,0.5103330527066491,"OBAMA, BARACK H.",0,4282074,4045624,8327698,0.514196600308993,51.42
2008,12,FL,Florida,LIBERTARIAN,LIBERTARIAN,17218,8390744,0.21,0.0020520230387198082,"BARR, BOB",0,4282074,4045624,8327698,,
2008,12,FL,Florida,AMERICA'S INDEPENDENT PARTY,OTHER,2550,8390744,0.03,0.0003039063043753927,"KEYES, ALAN",0,4282074,4045624,8327698,,
2008,12,FL,Florida,BOSTON TEA PARTY,OTHER,795,8390744,0.01,9.474725959938713e-05,"JAY, CHARLES",0,4282074,4045624,8327698,,
2008,12,FL,Florida,CONSTITUTION PARTY,OTHER,7915,8390744,0.09,0.0009433013329926404,"BALDWIN, CHARLES """"CHUCK""""",0,4282074,4045624,8327698,,
2008,12,FL,Florida,ECOLOGY PARTY OF FLORIDA,OTHER,28124,8390744,0.34,0.0033517885899033506,"NADER, RALPH",0,4282074,4045624,8327698,,
2008,12,FL,Florida,GREEN,OTHER,2887,8390744,0.03,0.00034406960813010147,"MCKINNEY, CYNTHIA",0,4282074,4045624,8327698,,
2008,12,FL,Florida,OBJECTIVIST PARTY,OTHER,419,8390744,0.0,4.993597707187825e-05,"STEVENS, THOMAS R.",0,4282074,4045624,8327698,,
2008,12,FL,Florida,OTHER,OTHER,391,8390744,0.0,4.659896667089355e-05,,1,4282074,4045624,8327698,,
2008,12,FL,Florida,PROHIBITION,OTHER,293,8390744,0.0,3.491943026744708e-05,"AMONDSON, GENE",0,4282074,4045624,8327698,,
2008,12,FL,Florida,SOCIALISM AND LIBERATION PARTY,OTHER,1516,8390744,0.02,0.00018067527742474327,"LA RIVA, GLORIA ESTELLA",0,4282074,4045624,8327698,,
2008,12,FL,Florida,SOCIALIST,OTHER,405,8390744,0.0,4.8267471871385896e-05,"MOORE, BRIAN",0,4282074,4045624,8327698,,
2008,12,FL,Florida,SOCIALIST WORKERS,OTHER,533,8390744,0.01,6.352237656160169e-05,"CALERO, ROGER",0,4282074,4045624,8327698,,
2008,12,FL,Florida,REPUBLICAN,REPUBLICAN,4045624,8390744,48.22,0.4821531916597622,"MCCAIN, JOHN",0,4282074,4045624,8327698,0.48580339969100705,48.58
2008,13,GA,Georgia,DEMOCRAT,DEMOCRAT,1844123,3924486,46.99,0.46990179096065066,"OBAMA, BARACK H.",0,1844123,2048759,3892882,0.47371664489188214,47.37
2008,13,GA,Georgia,LIBERTARIAN,LIBERTARIAN,28731,3924486,0.73,0.00732095871918004,"BARR, BOB",0,1844123,2048759,3892882,,
2008,13,GA,Georgia,INDEPENDENT,OTHER,1158,3924486,0.03,0.00029507048821170466,,1,1844123,2048759,3892882,,
2008,13,GA,Georgia,OTHER,OTHER,1715,3924486,0.04,0.00043699990266241235,,1,1844123,2048759,3892882,,
2008,13,GA,Georgia,REPUBLICAN,REPUBLICAN,2048759,3924486,52.2,0.5220451799292952,"MCCAIN, JOHN",0,1844123,2048759,3892882,0.5262833551081179,52.63
2008,15,HI,Hawaii,DEMOCRAT,DEMOCRAT,325871,456064,71.45,0.7145291011787819,"OBAMA, BARACK H.",0,325871,120566,446437,0.7299372587845542,72.99
2008,15,HI,Hawaii,LIBERTARIAN,LIBERTARIAN,1314,456064,0.29,0.0028811745719898962,"BARR, BOB",0,325871,120566,446437,,
2008,15,HI,Hawaii,CONSTITUTION PARTY,OTHER,1013,456064,0.22,0.0022211794835812516,"BALDWIN, CHARLES """"CHUCK""""",0,325871,120566,446437,,
2008,15,HI,Hawaii,GREEN,OTHER,979,456064,0.21,0.002146628543362335,"MCKINNEY, CYNTHIA",0,325871,120566,446437,,
2008,15,HI,Hawaii,INDEPENDENT,OTHER,3825,456064,0.84,0.008386980774628123,"NADER, RALPH",0,325871,120566,446437,,
2008,15,HI,Hawaii,OTHER,OTHER,2496,456064,0.55,0.00547291608195341,BLANK VOTE; OVER VOTE,0,325871,120566,446437,,
2008,15,HI,Hawaii,REPUBLICAN,REPUBLICAN,120566,456064,26.44,0.2643620193657031,"MCCAIN, JOHN",0,325871,120566,446437,0.2700627412154459,27.01
2008,16,ID,Idaho,DEMOCRAT,DEMOCRAT,236440,655122,36.09,0.3609098763283785,"OBAMA, BARACK H.",0,236440,403012,639452,0.3697541019497945,36.98
2008,16,ID,Idaho,LIBERTARIAN,LIBERTARIAN,3658,655122,0.56,0.005583692808362412,"BARR, BOB",0,236440,403012,639452,,
2008,16,ID,Idaho,CONSTITUTION PARTY,OTHER,4747,655122,0.72,0.007245978611617378,"BALDWIN, CHARLES """"CHUCK""""",0,236440,403012,639452,,
2008,16,ID,Idaho,INDEPENDENT,OTHER,7175,655122,1.1,0.01095215852925104,"NADER, RALPH",0,236440,403012,639452,,
2008,16,ID,Idaho,OTHER,OTHER,90,655122,0.01,0.00013737899200454268,,1,236440,403012,639452,,
2008,16,ID,Idaho,REPUBLICAN,REPUBLICAN,403012,655122,61.52,0.6151709147303861,"MCCAIN, JOHN",0,236440,403012,639452,0.6302458980502055,63.02
2008,17,IL,Illinois,DEMOCRAT,DEMOCRAT,3419348,5522371,61.92,0.6191811452001323,"OBAMA, BARACK H.",0,3419348,2031179,5450527,0.6273426404455936,62.73
2008,17,IL,Illinois,LIBERTARIAN,LIBERTARIAN,19642,5522371,0.36,0.0035568055822399474,"BARR, BOB",0,3419348,2031179,5450527,,
