year,state_fips,state_abbr,state_name,office,candidate,party_detailed,party_simplified,writein,candidatevotes,totalvotes,vote_pct,version,notes,electoral_votes,electoral_votes_won_state,electoral_votes_won_election
1984,47,TN,Tennessee,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,OTHER,False,1852,1711993,0.11,20210113,,11,0,0
1984,47,TN,Tennessee,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,OTHER,False,715,1711993,0.04,20210113,,11,0,0
1984,47,TN,Tennessee,US PRESIDENT,OTHER,OTHER,OTHER,False,127,1711993,0.01,20210113,,11,0,0
1984,47,TN,Tennessee,US PRESIDENT,"RICHARDS, BOB",POPULIST,OTHER,False,1763,1711993,0.1,20210113,,11,0,0
1984,47,TN,Tennessee,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,OTHER,False,524,1711993,0.03,20210113,,11,0,0
1984,47,TN,Tennessee,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,990212,1711993,57.84,20210113,,11,11,525
1984,48,TX,Texas,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,1949276,5397571,36.11,20210113,,29,0,13
1984,48,TX,Texas,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,OTHER,False,14613,5397571,0.27,20210113,,29,0,0
1984,48,TX,Texas,US PRESIDENT,OTHER,OTHER,OTHER,False,254,5397571,0.0,20210113,,29,0,0
1984,48,TX,Texas,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,3433428,5397571,63.61,20210113,,29,29,525
1984,49,UT,Utah,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,155369,629656,24.68,20210113,,5,0,13
1984,49,UT,Utah,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,LIBERTARIAN,False,2447,629656,0.39,20210113,,5,0,0
1984,49,UT,Utah,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,OTHER,False,1345,629656,0.21,20210113,,5,0,0
1984,49,UT,Utah,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,OTHER,False,184,629656,0.03,20210113,,5,0,0
1984,49,UT,Utah,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,OTHER,False,844,629656,0.13,20210113,,5,0,0
1984,49,UT,Utah,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,OTHER,False,142,629656,0.02,20210113,,5,0,0
1984,49,UT,Utah,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,OTHER,False,220,629656,0.03,20210113,,5,0,0
1984,49,UT,Utah,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,469105,629656,74.5,20210113,,5,5,525
1984,50,VT,Vermont,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,95730,234561,40.81,20210113,,3,0,13
1984,50,VT,Vermont,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,LIBERTARIAN,False,1002,234561,0.43,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,OTHER,False,115,234561,0.05,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,OTHER,False,264,234561,0.11,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,OTHER,False,423,234561,0.18,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,OTHER,False,127,234561,0.05,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,OTHER,OTHER,OTHER,False,712,234561,0.3,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,OTHER,False,323,234561,0.14,20210113,,3,0,0
1984,50,VT,Vermont,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,135865,234561,57.92,20210113,,3,3,525
1984,51,VA,Virginia,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,796250,2146635,37.09,20210113,,12,0,13
1984,51,VA,Virginia,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,OTHER,False,13307,2146635,0.62,20210113,,12,0,0
1984,51,VA,Virginia,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,1337078,2146635,62.29,20210113,,12,12,525
1984,53,WA,Washington,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,798352,1874910,42.58,20210113,,10,0,13
1984,53,WA,Washington,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,LIBERTARIAN,False,8844,1874910,0.47,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,OTHER,False,814,1874910,0.04,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,OTHER,False,641,1874910,0.03,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,OTHER,False,1891,1874910,0.1,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,OTHER,False,4712,1874910,0.25,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,OTHER,False,608,1874910,0.03,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"RICHARDS, BOB",POPULIST,OTHER,False,5724,1874910,0.31,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,OTHER,False,1654,1874910,0.09,20210113,,10,0,0
1984,53,WA,Washington,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,1051670,1874910,56.09,20210113,,10,10,525
1984,54,WV,West Virginia,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,328125,735742,44.6,20210113,,6,0,13
1984,54,WV,West Virginia,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,OTHER,False,645,735742,0.09,20210113,,6,0,0
1984,54,WV,West Virginia,US PRESIDENT,"RICHARDS, BOB",POPULIST,OTHER,False,996,735742,0.14,20210113,,6,0,0
1984,54,WV,West Virginia,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,OTHER,False,493,735742,0.07,20210113,,6,0,0
1984,54,WV,West Virginia,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,405483,735742,55.11,20210113,,6,6,525
1984,55,WI,Wisconsin,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,995740,2211689,45.02,20210113,,11,0,13
1984,55,WI,Wisconsin,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,LIBERTARIAN,False,4883,2211689,0.22,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,OTHER,False,596,2211689,0.03,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,OTHER,False,619,2211689,0.03,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,OTHER,False,1456,2211689,0.07,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,OTHER,False,3791,2211689,0.17,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,OTHER,False,444,2211689,0.02,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,OTHER,OTHER,OTHER,False,706,2211689,0.03,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"RICHARDS, BOB",POPULIST,OTHER,False,3864,2211689,0.17,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,OTHER,False,1006,2211689,0.05,20210113,,11,0,0
1984,55,WI,Wisconsin,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,1198584,2211689,54.19,20210113,,11,11,525
1984,56,WY,Wyoming,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,DEMOCRAT,False,53370,188968,28.24,20210113,,3,0,13
1984,56,WY,Wyoming,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,LIBERTARIAN,False,2357,188968,1.25,20210113,,3,0,0
1984,56,WY,Wyoming,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,REPUBLICAN,False,133241,188968,70.51,20210113,,3,3,525
1988,01,AL,Alabama,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,549506,1378476,39.86,20210113,,9,0,112
1988,01,AL,Alabama,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,8460,1378476,0.61,20210113,,9,0,0
1988,01,AL,Alabama,US PRESIDENT,,OTHER,OTHER,True,506,1378476,0.04,20210113,,9,0,0
1988,01,AL,Alabama,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,OTHER,False,4428,1378476,0.32,20210113,,9,0,0
1988,01,AL,Alabama,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,815576,1378476,59.17,20210113,,9,9,426
1988,02,AK,Alaska,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,72584,200116,36.27,20210113,,3,0,112
1988,02,AK,Alaska,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,5484,200116,2.74,20210113,,3,0,0
1988,02,AK,Alaska,US PRESIDENT,,OTHER,OTHER,True,957,200116,0.48,20210113,,3,0,0
1988,02,AK,Alaska,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,1024,200116,0.51,20210113,,3,0,0
1988,02,AK,Alaska,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,OTHER,False,816,200116,0.41,20210113,,3,0,0
1988,02,AK,Alaska,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,119251,200116,59.59,20210113,,3,3,426
1988,04,AZ,Arizona,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,454029,1171873,38.74,20210113,,7,0,112
1988,04,AZ,Arizona,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,13351,1171873,1.14,20210113,,7,0,0
1988,04,AZ,Arizona,US PRESIDENT,,OTHER,OTHER,True,290,1171873,0.02,20210113,,7,0,0
1988,04,AZ,Arizona,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,1662,1171873,0.14,20210113,,7,0,0
1988,04,AZ,Arizona,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,702541,1171873,59.95,20210113,,7,7,426
1988,05,AR,Arkansas,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,349237,827738,42.19,20210113,,6,0,112
1988,05,AR,Arkansas,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,3297,827738,0.4,20210113,,6,0,0
1988,05,AR,Arkansas,US PRESIDENT,"DODGE, EARL",POPULIST,OTHER,False,5146,827738,0.62,20210113,,6,0,0
1988,05,AR,Arkansas,US PRESIDENT,"DODGE, EARL",PROHIBITION,OTHER,False,1319,827738,0.16,20210113,,6,0,0
1988,05,AR,Arkansas,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,2161,827738,0.26,20210113,,6,0,0
1988,05,AR,Arkansas,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,466578,827738,56.37,20210113,,6,6,426
1988,06,CA,California,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,4702233,9887065,47.56,20210113,,47,0,112
1988,06,CA,California,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,70105,9887065,0.71,20210113,,47,0,0
1988,06,CA,California,US PRESIDENT,,OTHER,OTHER,True,811,9887065,0.01,20210113,,47,0,0
1988,06,CA,California,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,OTHER,False,58999,9887065,0.6,20210113,,47,0,0
1988,06,CA,California,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,5054917,9887065,51.13,20210113,,47,47,426
1988,08,CO,Colorado,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,621453,1372394,45.28,20210113,,8,0,112
1988,08,CO,Colorado,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,15482,1372394,1.13,20210113,,8,0,0
1988,08,CO,Colorado,US PRESIDENT,,OTHER,OTHER,True,139,1372394,0.01,20210113,,8,0,0
1988,08,CO,Colorado,US PRESIDENT,"DODGE, EARL",PROHIBITION,OTHER,False,4604,1372394,0.34,20210113,,8,0,0
1988,08,CO,Colorado,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,2539,1372394,0.19,20210113,,8,0,0
1988,08,CO,Colorado,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,728177,1372394,53.06,20210113,,8,8,426
1988,09,CT,Connecticut,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,676584,1443394,46.87,20210113,,8,0,112
1988,09,CT,Connecticut,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,14071,1443394,0.97,20210113,,8,0,0
1988,09,CT,Connecticut,US PRESIDENT,,OTHER,OTHER,True,7,1443394,0.0,20210113,,8,0,0
1988,09,CT,Connecticut,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,2491,1443394,0.17,20210113,,8,0,0
1988,09,CT,Connecticut,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,750241,1443394,51.98,20210113,,8,8,426
1988,10,DE,Delaware,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,108647,249891,43.48,20210113,,3,0,112
1988,10,DE,Delaware,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,1162,249891,0.47,20210113,,3,0,0
1988,10,DE,Delaware,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,443,249891,0.18,20210113,,3,0,0
1988,10,DE,Delaware,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,139639,249891,55.88,20210113,,3,3,426
1988,11,DC,District Of Columbia,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,159407,192877,82.65,20210113,,3,3,112
1988,11,DC,District Of Columbia,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,554,192877,0.29,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,,INDEPENDENT,OTHER,False,3064,192877,1.59,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,,OTHER,OTHER,True,1553,192877,0.81,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,,THIRD WORLD ASSEMBLY,OTHER,False,236,192877,0.12,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,OTHER,False,142,192877,0.07,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,OTHER,False,123,192877,0.06,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,OTHER,False,208,192877,0.11,20210113,,3,0,0
1988,11,DC,District Of Columbia,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,27590,192877,14.3,20210113,,3,0,426
1988,12,FL,Florida,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,1656701,4302313,38.51,20210113,,21,0,112
1988,12,FL,Florida,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,19796,4302313,0.46,20210113,,21,0,0
1988,12,FL,Florida,US PRESIDENT,,OTHER,OTHER,True,276,4302313,0.01,20210113,,21,0,0
1988,12,FL,Florida,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,6655,4302313,0.15,20210113,,21,0,0
1988,12,FL,Florida,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,2618885,4302313,60.87,20210113,,21,21,426
1988,13,GA,Georgia,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,714792,1809672,39.5,20210113,,12,0,112
1988,13,GA,Georgia,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,8435,1809672,0.47,20210113,,12,0,0
1988,13,GA,Georgia,US PRESIDENT,,OTHER,OTHER,True,15,1809672,0.0,20210113,,12,0,0
1988,13,GA,Georgia,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,5099,1809672,0.28,20210113,,12,0,0
1988,13,GA,Georgia,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,1081331,1809672,59.75,20210113,,12,12,426
1988,15,HI,Hawaii,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,192364,354461,54.27,20210113,,4,4,112
1988,15,HI,Hawaii,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,1999,354461,0.56,20210113,,4,0,0
1988,15,HI,Hawaii,US PRESIDENT,"FULANI, LENORA",NO PARTY AFFILIATION,OTHER,False,1003,354461,0.28,20210113,,4,0,0
1988,15,HI,Hawaii,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,OTHER,False,470,354461,0.13,20210113,,4,0,0
1988,15,HI,Hawaii,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,158625,354461,44.75,20210113,,4,0,426
1988,16,ID,Idaho,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,147272,408968,36.01,20210113,,4,0,112
1988,16,ID,Idaho,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,5313,408968,1.3,20210113,,4,0,0
1988,16,ID,Idaho,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,OTHER,False,2502,408968,0.61,20210113,,4,0,0
1988,16,ID,Idaho,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,253881,408968,62.08,20210113,,4,4,426
1988,17,IL,Illinois,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,2215940,4559120,48.6,20210113,,24,0,112
1988,17,IL,Illinois,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,14944,4559120,0.33,20210113,,24,0,0
1988,17,IL,Illinois,US PRESIDENT,"FULANI, LENORA",SOLIDARITY,OTHER,False,10276,4559120,0.23,20210113,,24,0,0
1988,17,IL,Illinois,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,OTHER,False,7021,4559120,0.15,20210113,,24,0,0
1988,17,IL,Illinois,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,2310939,4559120,50.69,20210113,,24,24,426
1988,18,IN,Indiana,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,860643,2168621,39.69,20210113,,12,0,112
1988,18,IN,Indiana,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,10215,2168621,0.47,20210113,,12,0,0
1988,18,IN,Indiana,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,1297763,2168621,59.84,20210113,,12,12,426
1988,19,IA,Iowa,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,670557,1225614,54.71,20210113,,8,8,112
1988,19,IA,Iowa,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,2494,1225614,0.2,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"DUKE, DAVID",PATRIOTIC PARTY,OTHER,False,755,1225614,0.06,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,540,1225614,0.04,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,OTHER,False,334,1225614,0.03,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NOMINATED BY PETITION,OTHER,False,3526,1225614,0.29,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,SCATTERING,OTHER,OTHER,False,1613,1225614,0.13,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,OTHER,False,205,1225614,0.02,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,OTHER,False,235,1225614,0.02,20210113,,8,0,0
1988,19,IA,Iowa,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,545355,1225614,44.5,20210113,,8,0,426
1988,20,KS,Kansas,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,422636,993044,42.56,20210113,,7,0,112
1988,20,KS,Kansas,US PRESIDENT,,INDEPENDENT,OTHER,False,16359,993044,1.65,20210113,,7,0,0
1988,20,KS,Kansas,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,554049,993044,55.79,20210113,,7,7,426
1988,21,KY,Kentucky,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,580368,1322517,43.88,20210113,,9,0,112
1988,21,KY,Kentucky,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,2118,1322517,0.16,20210113,,9,0,0
1988,21,KY,Kentucky,US PRESIDENT,"DUKE, DAVID",POPULIST,OTHER,False,4494,1322517,0.34,20210113,,9,0,0
1988,21,KY,Kentucky,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,1256,1322517,0.09,20210113,,9,0,0
1988,21,KY,Kentucky,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,734281,1322517,55.52,20210113,,9,9,426
1988,22,LA,Louisiana,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,717460,1628202,44.06,20210113,,10,0,112
1988,22,LA,Louisiana,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,4115,1628202,0.25,20210113,,10,0,0
1988,22,LA,Louisiana,US PRESIDENT,"DUKE, DAVID",POPULIST,OTHER,False,18612,1628202,1.14,20210113,,10,0,0
1988,22,LA,Louisiana,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,2355,1628202,0.14,20210113,,10,0,0
1988,22,LA,Louisiana,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,OTHER,False,1958,1628202,0.12,20210113,,10,0,0
1988,22,LA,Louisiana,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,883702,1628202,54.27,20210113,,10,10,426
1988,23,ME,Maine,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,243569,555035,43.88,20210113,,4,0,112
1988,23,ME,Maine,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,2700,555035,0.49,20210113,,4,0,0
1988,23,ME,Maine,US PRESIDENT,,OTHER,OTHER,False,230,555035,0.04,20210113,,4,0,0
1988,23,ME,Maine,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,1405,555035,0.25,20210113,,4,0,0
1988,23,ME,Maine,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,307131,555035,55.34,20210113,,4,4,426
1988,24,MD,Maryland,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,826304,1714358,48.2,20210113,,10,0,112
1988,24,MD,Maryland,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,6748,1714358,0.39,20210113,,10,0,0
1988,24,MD,Maryland,US PRESIDENT,,OTHER,OTHER,True,24,1714358,0.0,20210113,,10,0,0
1988,24,MD,Maryland,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,5115,1714358,0.3,20210113,,10,0,0
1988,24,MD,Maryland,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,876167,1714358,51.11,20210113,,10,10,426
1988,25,MA,Massachusetts,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,1401415,2632801,53.23,20210113,,13,13,112
1988,25,MA,Massachusetts,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,24251,2632801,0.92,20210113,,13,0,0
1988,25,MA,Massachusetts,US PRESIDENT,,OTHER,OTHER,False,2939,2632801,0.11,20210113,,13,0,0
1988,25,MA,Massachusetts,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,OTHER,False,9561,2632801,0.36,20210113,,13,0,0
1988,25,MA,Massachusetts,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,1194635,2632801,45.38,20210113,,13,0,426
1988,26,MI,Michigan,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,1675783,3669163,45.67,20210113,,20,0,112
1988,26,MI,Michigan,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,18336,3669163,0.5,20210113,,20,0,0
1988,26,MI,Michigan,US PRESIDENT,,OTHER,OTHER,False,7600,3669163,0.21,20210113,,20,0,0
1988,26,MI,Michigan,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,OTHER,False,1958,3669163,0.05,20210113,,20,0,0
1988,26,MI,Michigan,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,False,1965486,3669163,53.57,20210113,,20,20,426
1988,27,MN,Minnesota,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,False,1109471,2096790,52.91,20210113,,10,10,112
1988,27,MN,Minnesota,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,False,5109,2096790,0.24,20210113,,10,0,0
1988,27,MN,Minnesota,US PRESIDENT,,OTHER,OTHER,True,3614,2096790,0.17,20210113,,10,0,0
1988,27,MN,Minnesota,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,OTHER,False,1298,2096790,0.06,20210113,,10,0,0
