year,state_fips,state_abbr,state_name,office,candidate,party_detailed,party_simplified,writein,candidatevotes,totalvotes,vote_pct,version,notes,electoral_votes,electoral_votes_won_state,electoral_votes_won_election
2000,08,CO,Colorado,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,OTHER,False,712,1741368,0.04,20210113,,8,0,0
2000,08,CO,Colorado,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,91434,1741368,5.25,20210113,,8,0,0
2000,08,CO,Colorado,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,1319,1741368,0.08,20210113,,8,0,0
2000,08,CO,Colorado,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,883748,1741368,50.75,20210113,,8,8,271
2000,09,CT,Connecticut,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,816015,1459525,55.91,20210113,,8,8,267
2000,09,CT,Connecticut,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,3484,1459525,0.24,20210113,,8,0,0
2000,09,CT,Connecticut,US PRESIDENT,,OTHER,OTHER,True,54,1459525,0.0,20210113,,8,0,0
2000,09,CT,Connecticut,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,4731,1459525,0.32,20210113,,8,0,0
2000,09,CT,Connecticut,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,64452,1459525,4.42,20210113,,8,0,0
2000,09,CT,Connecticut,US PRESIDENT,"PHILLIPS, HOWARD",CONCERNED CITIZENS,OTHER,False,9695,1459525,0.66,20210113,,8,0,0
2000,09,CT,Connecticut,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,561094,1459525,38.44,20210113,,8,0,271
2000,10,DE,Delaware,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,180068,327529,54.98,20210113,,3,3,267
2000,10,DE,Delaware,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,774,327529,0.24,20210113,,3,0,0
2000,10,DE,Delaware,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,777,327529,0.24,20210113,,3,0,0
2000,10,DE,Delaware,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,107,327529,0.03,20210113,,3,0,0
2000,10,DE,Delaware,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,8307,327529,2.54,20210113,,3,0,0
2000,10,DE,Delaware,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,208,327529,0.06,20210113,,3,0,0
2000,10,DE,Delaware,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,137288,327529,41.92,20210113,,3,0,271
2000,11,DC,District Of Columbia,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,171923,201894,85.16,20210113,,3,3,267
2000,11,DC,District Of Columbia,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,669,201894,0.33,20210113,,3,0,0
2000,11,DC,District Of Columbia,US PRESIDENT,,OTHER,OTHER,True,539,201894,0.27,20210113,,3,0,0
2000,11,DC,District Of Columbia,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,OTHER,False,114,201894,0.06,20210113,,3,0,0
2000,11,DC,District Of Columbia,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,10576,201894,5.24,20210113,,3,0,0
2000,11,DC,District Of Columbia,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,18073,201894,8.95,20210113,,3,0,271
2000,12,FL,Florida,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,2912253,5963110,48.84,20210113,,25,0,267
2000,12,FL,Florida,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,16415,5963110,0.28,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,,OTHER,OTHER,True,40,5963110,0.0,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,17484,5963110,0.29,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,2281,5963110,0.04,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,OTHER,False,562,5963110,0.01,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,OTHER,False,622,5963110,0.01,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,OTHER,False,1804,5963110,0.03,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,97488,5963110,1.63,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,1371,5963110,0.02,20210113,,25,0,0
2000,12,FL,Florida,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,2912790,5963110,48.85,20210113,,25,25,271
2000,13,GA,Georgia,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,1116230,2583208,43.21,20210113,,13,0,267
2000,13,GA,Georgia,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,36332,2583208,1.41,20210113,,13,0,0
2000,13,GA,Georgia,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENT,OTHER,False,10926,2583208,0.42,20210113,,13,0,0
2000,13,GA,Georgia,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,1419720,2583208,54.96,20210113,,13,13,271
2000,15,HI,Hawaii,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,205286,367951,55.79,20210113,,4,4,267
2000,15,HI,Hawaii,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,1477,367951,0.4,20210113,,4,0,0
2000,15,HI,Hawaii,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,1071,367951,0.29,20210113,,4,0,0
2000,15,HI,Hawaii,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,306,367951,0.08,20210113,,4,0,0
2000,15,HI,Hawaii,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,21623,367951,5.88,20210113,,4,0,0
2000,15,HI,Hawaii,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,343,367951,0.09,20210113,,4,0,0
2000,15,HI,Hawaii,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,137845,367951,37.46,20210113,,4,0,271
2000,16,ID,Idaho,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,138637,501615,27.64,20210113,,4,0,267
2000,16,ID,Idaho,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,3488,501615,0.7,20210113,,4,0,0
2000,16,ID,Idaho,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,7615,501615,1.52,20210113,,4,0,0
2000,16,ID,Idaho,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,1177,501615,0.23,20210113,,4,0,0
2000,16,ID,Idaho,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,True,12292,501615,2.45,20210113,,4,0,0
2000,16,ID,Idaho,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,1469,501615,0.29,20210113,,4,0,0
2000,16,ID,Idaho,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,336937,501615,67.17,20210113,,4,4,271
2000,17,IL,Illinois,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,2589026,4742108,54.6,20210113,,22,22,267
2000,17,IL,Illinois,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,11623,4742108,0.25,20210113,,22,0,0
2000,17,IL,Illinois,US PRESIDENT,,INDEPENDENT,OTHER,False,16106,4742108,0.34,20210113,,22,0,0
2000,17,IL,Illinois,US PRESIDENT,,OTHER,OTHER,True,46,4742108,0.0,20210113,,22,0,0
2000,17,IL,Illinois,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,2127,4742108,0.04,20210113,,22,0,0
2000,17,IL,Illinois,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,103759,4742108,2.19,20210113,,22,0,0
2000,17,IL,Illinois,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,2019421,4742108,42.58,20210113,,22,0,271
2000,18,IN,Indiana,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,901980,2199302,41.01,20210113,,12,0,267
2000,18,IN,Indiana,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,15530,2199302,0.71,20210113,,12,0,0
2000,18,IN,Indiana,US PRESIDENT,,OTHER,OTHER,True,18997,2199302,0.86,20210113,,12,0,0
2000,18,IN,Indiana,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENT,OTHER,False,16959,2199302,0.77,20210113,,12,0,0
2000,18,IN,Indiana,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,1245836,2199302,56.65,20210113,,12,12,271
2000,19,IA,Iowa,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,638517,1353022,47.19,20210113,,7,7,267
2000,19,IA,Iowa,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,3209,1353022,0.24,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,,INDEPENDENT,OTHER,False,37459,1353022,2.77,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,5731,1353022,0.42,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"HAGELIN, JOHN",NOMINATED BY PETITION,OTHER,False,2281,1353022,0.17,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,OTHER,False,190,1353022,0.01,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,OTHER,False,107,1353022,0.01,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,29374,1353022,2.17,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,613,1353022,0.05,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,SCATTERING,OTHER,OTHER,False,1168,1353022,0.09,20210113,,7,0,0
2000,19,IA,Iowa,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,634373,1353022,46.89,20210113,,7,0,271
2000,20,KS,Kansas,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,399276,1072216,37.24,20210113,,6,0,267
2000,20,KS,Kansas,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,4525,1072216,0.42,20210113,,6,0,0
2000,20,KS,Kansas,US PRESIDENT,,INDEPENDENT,OTHER,False,37459,1072216,3.49,20210113,,6,0,0
2000,20,KS,Kansas,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,7370,1072216,0.69,20210113,,6,0,0
2000,20,KS,Kansas,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,1254,1072216,0.12,20210113,,6,0,0
2000,20,KS,Kansas,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,622332,1072216,58.04,20210113,,6,6,271
2000,21,KY,Kentucky,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,638923,1544106,41.38,20210113,,8,0,267
2000,21,KY,Kentucky,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,2885,1544106,0.19,20210113,,8,0,0
2000,21,KY,Kentucky,US PRESIDENT,,CONSTITUTION PARTY,OTHER,False,915,1544106,0.06,20210113,,8,0,0
2000,21,KY,Kentucky,US PRESIDENT,,OTHER,OTHER,True,80,1544106,0.01,20210113,,8,0,0
2000,21,KY,Kentucky,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,4152,1544106,0.27,20210113,,8,0,0
2000,21,KY,Kentucky,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,1513,1544106,0.1,20210113,,8,0,0
2000,21,KY,Kentucky,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,23118,1544106,1.5,20210113,,8,0,0
2000,21,KY,Kentucky,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,872520,1544106,56.51,20210113,,8,8,271
2000,22,LA,Louisiana,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,792344,1765656,44.88,20210113,,9,0,267
2000,22,LA,Louisiana,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,2951,1765656,0.17,20210113,,9,0,0
2000,22,LA,Louisiana,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,14356,1765656,0.81,20210113,,9,0,0
2000,22,LA,Louisiana,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,1075,1765656,0.06,20210113,,9,0,0
2000,22,LA,Louisiana,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,OTHER,False,1103,1765656,0.06,20210113,,9,0,0
2000,22,LA,Louisiana,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,20473,1765656,1.16,20210113,,9,0,0
2000,22,LA,Louisiana,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,5483,1765656,0.31,20210113,,9,0,0
2000,22,LA,Louisiana,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,927871,1765656,52.55,20210113,,9,9,271
2000,23,ME,Maine,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,319951,651817,49.09,20210113,,4,4,267
2000,23,ME,Maine,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,3074,651817,0.47,20210113,,4,0,0
2000,23,ME,Maine,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,4443,651817,0.68,20210113,,4,0,0
2000,23,ME,Maine,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,37127,651817,5.7,20210113,,4,0,0
2000,23,ME,Maine,US PRESIDENT,OTHER,OTHER,OTHER,False,27,651817,0.0,20210113,,4,0,0
2000,23,ME,Maine,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,579,651817,0.09,20210113,,4,0,0
2000,23,ME,Maine,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,286616,651817,43.97,20210113,,4,0,271
2000,24,MD,Maryland,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,1144008,2025212,56.49,20210113,,10,10,267
2000,24,MD,Maryland,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,5310,2025212,0.26,20210113,,10,0,0
2000,24,MD,Maryland,US PRESIDENT,,OTHER,OTHER,True,1656,2025212,0.08,20210113,,10,0,0
2000,24,MD,Maryland,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,4248,2025212,0.21,20210113,,10,0,0
2000,24,MD,Maryland,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,53768,2025212,2.65,20210113,,10,0,0
2000,24,MD,Maryland,US PRESIDENT,OTHER,OTHER,OTHER,False,1477,2025212,0.07,20210113,,10,0,0
2000,24,MD,Maryland,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,918,2025212,0.05,20210113,,10,0,0
2000,24,MD,Maryland,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,813827,2025212,40.18,20210113,,10,0,271
2000,25,MA,Massachusetts,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,1616487,2733964,59.13,20210113,,12,12,267
2000,25,MA,Massachusetts,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,16366,2733964,0.6,20210113,,12,0,0
2000,25,MA,Massachusetts,US PRESIDENT,BLANK VOTE/SCATTERING,OTHER,OTHER,False,31022,2733964,1.13,20210113,,12,0,0
2000,25,MA,Massachusetts,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,11149,2733964,0.41,20210113,,12,0,0
2000,25,MA,Massachusetts,US PRESIDENT,"HAGELIN, JOHN",UNENROLLED,OTHER,False,2884,2733964,0.11,20210113,,12,0,0
2000,25,MA,Massachusetts,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,173564,2733964,6.35,20210113,,12,0,0
2000,25,MA,Massachusetts,US PRESIDENT,OTHER,OTHER,OTHER,False,3990,2733964,0.15,20210113,,12,0,0
2000,25,MA,Massachusetts,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,878502,2733964,32.13,20210113,,12,0,271
2000,26,MI,Michigan,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,2170418,4232501,51.28,20210113,,18,18,267
2000,26,MI,Michigan,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,16711,4232501,0.39,20210113,,18,0,0
2000,26,MI,Michigan,US PRESIDENT,,OTHER,OTHER,True,1851,4232501,0.04,20210113,,18,0,0
2000,26,MI,Michigan,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,2426,4232501,0.06,20210113,,18,0,0
2000,26,MI,Michigan,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,84165,4232501,1.99,20210113,,18,0,0
2000,26,MI,Michigan,US PRESIDENT,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,OTHER,False,3791,4232501,0.09,20210113,,18,0,0
2000,26,MI,Michigan,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,1953139,4232501,46.15,20210113,,18,0,271
2000,27,MN,Minnesota,US PRESIDENT,"GORE, AL",DEMOCRATIC-FARMER-LABOR,DEMOCRAT,False,1168266,2438685,47.91,20210113,,10,10,267
2000,27,MN,Minnesota,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,5282,2438685,0.22,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,,OTHER,OTHER,True,28,2438685,0.0,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY MINNESOTA,OTHER,False,22166,2438685,0.91,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,2294,2438685,0.09,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,OTHER,False,1022,2438685,0.04,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,126696,2438685,5.2,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,3272,2438685,0.13,20210113,,10,0,0
2000,27,MN,Minnesota,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,1109659,2438685,45.5,20210113,,10,0,271
2000,28,MS,Mississippi,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,404614,994184,40.7,20210113,,7,0,267
2000,28,MS,Mississippi,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,2009,994184,0.2,20210113,,7,0,0
2000,28,MS,Mississippi,US PRESIDENT,,INDEPENDENT,OTHER,False,8735,994184,0.88,20210113,,7,0,0
2000,28,MS,Mississippi,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,2265,994184,0.23,20210113,,7,0,0
2000,28,MS,Mississippi,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,450,994184,0.05,20210113,,7,0,0
2000,28,MS,Mississippi,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,3267,994184,0.33,20210113,,7,0,0
2000,28,MS,Mississippi,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,572844,994184,57.62,20210113,,7,7,271
2000,29,MO,Missouri,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,1111138,2359892,47.08,20210113,,11,0,267
2000,29,MO,Missouri,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,7436,2359892,0.32,20210113,,11,0,0
2000,29,MO,Missouri,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,9818,2359892,0.42,20210113,,11,0,0
2000,29,MO,Missouri,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,1104,2359892,0.05,20210113,,11,0,0
2000,29,MO,Missouri,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,38515,2359892,1.63,20210113,,11,0,0
2000,29,MO,Missouri,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,1957,2359892,0.08,20210113,,11,0,0
2000,29,MO,Missouri,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,1189924,2359892,50.42,20210113,,11,11,271
2000,30,MT,Montana,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,137126,410986,33.37,20210113,,3,0,267
2000,30,MT,Montana,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,1718,410986,0.42,20210113,,3,0,0
2000,30,MT,Montana,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,5697,410986,1.39,20210113,,3,0,0
2000,30,MT,Montana,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,675,410986,0.16,20210113,,3,0,0
2000,30,MT,Montana,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,24437,410986,5.95,20210113,,3,0,0
2000,30,MT,Montana,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,OTHER,False,1155,410986,0.28,20210113,,3,0,0
2000,30,MT,Montana,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,240178,410986,58.44,20210113,,3,3,271
2000,31,NE,Nebraska,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,231780,697019,33.25,20210113,,5,0,267
2000,31,NE,Nebraska,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,2245,697019,0.32,20210113,,5,0,0
2000,31,NE,Nebraska,US PRESIDENT,,NOMINATED BY PETITION,OTHER,False,4114,697019,0.59,20210113,,5,0,0
2000,31,NE,Nebraska,US PRESIDENT,,NATURAL LAW,OTHER,False,478,697019,0.07,20210113,,5,0,0
2000,31,NE,Nebraska,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,24540,697019,3.52,20210113,,5,0,0
2000,31,NE,Nebraska,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,433862,697019,62.25,20210113,,5,5,271
2000,32,NV,Nevada,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,279978,609426,45.94,20210113,,4,0,267
2000,32,NV,Nevada,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,3311,609426,0.54,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,BLANK VOTE,OTHER,OTHER,False,282,609426,0.05,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",CITIZENS FIRST,OTHER,False,4747,609426,0.78,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,415,609426,0.07,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,15008,609426,2.46,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,NONE OF THESE CANDIDATES,OTHER,OTHER,False,3315,609426,0.54,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,OVER VOTE,OTHER,OTHER,False,174,609426,0.03,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT AMERICAN,OTHER,False,621,609426,0.1,20210113,,4,0,0
2000,32,NV,Nevada,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,301575,609426,49.49,20210113,,4,4,271
2000,33,NH,New Hampshire,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,266348,569081,46.8,20210113,,4,0,267
2000,33,NH,New Hampshire,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,2757,569081,0.48,20210113,,4,0,0
2000,33,NH,New Hampshire,US PRESIDENT,,OTHER,OTHER,True,1276,569081,0.22,20210113,,4,0,0
2000,33,NH,New Hampshire,US PRESIDENT,,CONSTITUTION PARTY,OTHER,False,328,569081,0.06,20210113,,4,0,0
2000,33,NH,New Hampshire,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",INDEPENDENCE,OTHER,False,2615,569081,0.46,20210113,,4,0,0
2000,33,NH,New Hampshire,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,22198,569081,3.9,20210113,,4,0,0
2000,33,NH,New Hampshire,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,273559,569081,48.07,20210113,,4,4,271
2000,34,NJ,New Jersey,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,1788850,3187226,56.13,20210113,,15,15,267
2000,34,NJ,New Jersey,US PRESIDENT,,INDEPENDENT,OTHER,False,114203,3187226,3.58,20210113,,15,0,0
2000,34,NJ,New Jersey,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,False,1284173,3187226,40.29,20210113,,15,0,271
2000,35,NM,New Mexico,US PRESIDENT,"GORE, AL",DEMOCRAT,DEMOCRAT,False,286783,598605,47.91,20210113,,5,5,267
2000,35,NM,New Mexico,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,LIBERTARIAN,False,2058,598605,0.34,20210113,,5,0,0
2000,35,NM,New Mexico,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,OTHER,False,1392,598605,0.23,20210113,,5,0,0
2000,35,NM,New Mexico,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,OTHER,False,361,598605,0.06,20210113,,5,0,0
2000,35,NM,New Mexico,US PRESIDENT,"NADER, RALPH",GREEN,OTHER,False,21251,598605,3.55,20210113,,5,0,0
